metaproteome~BAB16757.1	UniRef100_A5HIK5~K02406	95.5	492	22	0	1	492	1	492	3.3e-178	629.8
metaproteome~AAM18567.1	UniRef100_Q1GZM6~K14028	97.2	599	17	0	1	599	1	599	0.0e+00	1239.6
metaproteome~CAI08635.1	UniRef100_Q5P229~K09007	100.0	272	0	0	17	288	1	272	1.3e-153	547.4
metaproteome~AAZ47133.1	UniRef100_Q47DE8~K01991	100.0	207	0	0	1	207	1	207	1.9e-111	406.8
metaproteome~AAZ98421.1	UniRef100_Q3SG35~K03737	100.0	1207	0	0	1	1207	1	1207	0.0e+00	2404.4
metaproteome~ABB07102.1	UniRef100_Q39KB4~K00266	100.0	510	0	0	1	510	1	510	3.3e-306	1055.0
metaproteome~ABF52527.1	UniRef100_Q1GUZ5~K03561	100.0	273	0	0	1	273	1	273	1.1e-141	507.7
metaproteome~ABX37719.1	UniRef100_A9BN24~K07287	100.0	385	0	0	1	385	1	385	3.5e-215	752.3
metaproteome~AEF90741.1	UniRef100_A0A286J1R4~K06207	100.0	617	0	0	1	617	1	617	0.0e+00	1234.9
metaproteome~BAL26172.1	UniRef100_H0PU98~K03594	100.0	199	0	0	1	199	1	199	1.6e-107	393.7
metaproteome~EJM75617.1	UniRef100_K9NLM7~K01682	99.0	871	9	0	1	871	1	871	0.0e+00	1729.5
metaproteome~EKE17424.1	UniRef100_Q47JA2~K02926	95.2	207	10	0	1	207	1	207	6.0e-105	385.2
metaproteome~EKE18052.1	UniRef100_E3EZD4~K02358	95.9	390	16	0	1	390	1	390	5.2e-219	765.0
metaproteome~WP_000813006.1	UniRef100_B7GW58~K00024	100.0	328	0	0	1	328	1	328	4.6e-184	648.7
metaproteome~WP_002923618.1	UniRef100_N6Y134~K02884	97.0	132	4	0	1	132	1	132	1.4e-62	243.8
metaproteome~WP_002924376.1	UniRef100_A0A140ICR0~K01507	97.7	175	4	0	1	175	1	175	1.6e-95	353.6
metaproteome~WP_003052321.1	UniRef100_A0A061CWF5~K13993	94.2	190	11	0	1	190	1	190	1.0e-95	354.4
metaproteome~WP_003073764.1	UniRef100_D0IUX1~K15726	99.1	1040	9	0	1	1040	1	1040	0.0e+00	1937.5
metaproteome~WP_004180305.1	UniRef100_A0A1W6SKI3~K04077	100.0	527	0	0	1	527	1	527	1.7e-287	993.0
metaproteome~WP_004251980.1	UniRef100_A0A140IEH7~K01940	99.8	409	1	0	1	409	1	409	4.3e-240	835.1
metaproteome~WP_004252965.1	UniRef100_A0A140IDJ3~K03286	100.0	236	0	0	1	236	1	236	6.1e-122	441.8
metaproteome~WP_004305194.1	UniRef100_N6Z1S5~K00376	100.0	652	0	0	1	652	1	652	0.0e+00	1322.0
metaproteome~WP_004305928.1	UniRef100_C4ZJN3~K15371	99.9	1609	1	0	1	1609	1	1609	0.0e+00	3150.5
metaproteome~WP_004324186.1	UniRef100_A0A0C3ISQ2~K00382	99.4	474	3	0	1	474	1	474	2.6e-273	945.7
metaproteome~WP_004332251.1	UniRef100_A0A127K665~K01596	92.7	619	41	1	1	619	1	615	0.0e+00	1234.9
metaproteome~WP_004342699.1	UniRef100_A0A127K7F0~K00262	96.4	447	16	0	1	447	1	447	4.9e-253	878.2
metaproteome~WP_004359533.1	UniRef100_C4ZJN3~K15371	95.5	1609	70	1	1	1607	1	1609	0.0e+00	3007.2
metaproteome~WP_004364727.1	UniRef100_N6YW97~K01965	97.0	662	20	0	1	662	1	662	0.0e+00	1273.5
metaproteome~WP_004365214.1	UniRef100_N6YPK7~K04487	96.3	403	15	0	1	403	1	403	1.2e-223	780.4
metaproteome~WP_006162812.1	UniRef100_A0A0C4Y7Y9~K02012	97.1	347	10	0	1	347	1	347	1.3e-192	677.2
metaproteome~WP_006578225.1	UniRef100_A0A0M4KX34~K00163	99.8	895	2	0	1	895	1	895	0.0e+00	1847.4
metaproteome~WP_008833873.1	UniRef100_I3X347~K02027	88.7	434	49	0	1	434	1	434	2.0e-235	819.7
metaproteome~WP_008839394.1	UniRef100_A0A142MBD7~K10552	83.4	343	56	1	3	345	2	343	1.5e-156	557.4
metaproteome~WP_008906206.1	UniRef100_K0HV56~K01679	95.1	468	23	0	1	468	21	488	3.5e-254	882.1
metaproteome~WP_009207133.1	UniRef100_S6AZI4~K02669	100.0	347	0	0	1	347	1	347	4.8e-192	675.2
metaproteome~WP_009552373.1	UniRef100_Q122H8~K01902	93.9	297	18	0	1	297	1	297	3.3e-157	559.3
metaproteome~WP_009553167.1	UniRef100_A0A1D8J403~K17321	91.7	577	47	1	1	576	1	577	0.0e+00	1094.0
metaproteome~WP_010806805.1	UniRef100_A0A0B5F4K8~K00262	98.0	447	9	0	1	447	1	447	2.5e-257	892.5
metaproteome~WP_011237976.1	UniRef100_Q5P328~K02965	100.0	91	0	0	1	91	1	91	4.0e-45	185.3
metaproteome~WP_011285885.1	UniRef100_Q47JV6~K03569	100.0	347	0	0	1	347	1	347	2.5e-188	662.9
metaproteome~WP_011285957.1	UniRef100_Q47JN4~K00789	100.0	387	0	0	1	387	1	387	1.7e-222	776.5
metaproteome~WP_011286089.1	UniRef100_Q47JA1~K02892	100.0	100	0	0	1	100	1	100	4.7e-47	191.8
metaproteome~WP_011286091.1	UniRef100_Q47J99~K02965	100.0	91	0	0	1	91	1	91	1.0e-45	187.2
metaproteome~WP_011286342.1	UniRef100_Q47IJ8~K03593	100.0	363	0	0	1	363	1	363	2.4e-202	709.5
metaproteome~WP_011286577.1	UniRef100_Q47HW3~K03599	100.0	198	0	0	1	198	1	198	2.6e-110	402.9
metaproteome~WP_011286987.1	UniRef100_Q47GQ3~K07175	100.0	475	0	0	1	475	1	475	8.7e-277	957.2
metaproteome~WP_011287501.1	UniRef100_Q47F84~K07277	100.0	761	0	0	1	761	1	761	0.0e+00	1469.5
metaproteome~WP_011288199.1	UniRef100_Q47D81~K00281	100.0	963	0	0	1	963	1	963	0.0e+00	1920.6
metaproteome~WP_011288791.1	UniRef100_Q47BI8~K02884	100.0	126	0	0	1	126	1	126	5.5e-61	238.4
metaproteome~WP_011288863.1	UniRef100_A1K4K3~K05301	58.3	427	170	5	3	424	1	424	5.1e-143	512.7
metaproteome~WP_011288938.1	UniRef100_Q47B39~K04564	100.0	194	0	0	1	194	1	194	1.6e-112	410.2
metaproteome~WP_011289088.1	UniRef100_Q47AN9~K01902	100.0	297	0	0	1	297	1	297	1.0e-166	590.9
metaproteome~WP_011289319.1	UniRef100_Q47A08~K00927	100.0	393	0	0	1	393	1	393	6.2e-220	768.1
metaproteome~WP_011289321.1	UniRef100_Q47A06~K01624	100.0	354	0	0	1	354	1	354	4.9e-200	701.8
metaproteome~WP_011289339.1	UniRef100_Q479Y8~K06907	100.0	649	0	0	1	649	1	649	0.0e+00	1263.1
metaproteome~WP_011289488.1	UniRef100_Q479I9~K01915	100.0	471	0	0	1	471	1	471	6.2e-283	977.6
metaproteome~WP_011298168.1	UniRef100_Q46ZR3~K02990	100.0	124	0	0	1	124	1	124	2.6e-63	246.1
metaproteome~WP_011380116.1	UniRef100_Q2YB05~K03043	100.0	1357	0	0	1	1357	1	1357	0.0e+00	2667.1
metaproteome~WP_011397794.1	UniRef100_Q2SF47~K00371	100.0	510	0	0	1	510	1	510	0.0e+00	1080.9
metaproteome~WP_011479419.1	UniRef100_Q1H222~K03386	100.0	189	0	0	1	189	1	189	9.9e-107	391.0
metaproteome~WP_011633831.1	UniRef100_Q0AI26~K03695	100.0	863	0	0	1	863	1	863	0.0e+00	1556.2
metaproteome~WP_011763894.1	UniRef100_A1K1S1~K02115	100.0	289	0	0	1	289	1	289	2.1e-156	556.6
metaproteome~WP_011765135.1	UniRef100_A1K5B4~K00336	100.0	771	0	0	1	771	1	771	0.0e+00	1501.1
metaproteome~WP_012202326.1	UniRef100_A9BPR4~K02992	100.0	157	0	0	1	157	1	157	6.0e-81	305.1
metaproteome~WP_012202356.1	UniRef100_A9BPU6~K02115	100.0	290	0	0	1	290	1	290	1.2e-151	540.8
metaproteome~WP_012202437.1	UniRef100_A0A286J888~K02601	100.0	194	0	0	1	194	1	194	2.1e-107	393.3
metaproteome~WP_012202496.1	UniRef100_A9BPZ5~K05597	100.0	378	0	0	1	378	1	378	2.4e-192	676.4
metaproteome~WP_012202504.1	UniRef100_A0A286J807~K01999	100.0	383	0	0	1	383	1	383	9.7e-210	734.2
metaproteome~WP_012202965.1	UniRef100_A9BRW2~K02895	100.0	106	0	0	1	106	1	106	2.3e-52	209.5
metaproteome~WP_012202968.1	UniRef100_A9BRW5~K02994	100.0	131	0	0	1	131	1	131	1.7e-65	253.4
metaproteome~WP_012203018.1	UniRef100_A9BSB8~K15726	100.0	1061	0	0	1	1061	1	1061	0.0e+00	2007.6
metaproteome~WP_012203365.1	UniRef100_A9BSS4~K00681	100.0	662	0	0	1	662	1	662	0.0e+00	1293.1
metaproteome~WP_012203372.1	UniRef100_A9BST1~K01738	100.0	305	0	0	1	305	1	305	2.3e-169	599.7
metaproteome~WP_012204065.1	UniRef100_A9BVB8~K02058	100.0	385	0	0	1	385	1	385	2.7e-204	716.1
metaproteome~WP_012204310.1	UniRef100_A9BVG1~K03521	100.0	249	0	0	1	249	1	249	2.3e-127	459.9
metaproteome~WP_012204345.1	UniRef100_A9BVJ6~K00239	100.0	601	0	0	1	601	1	601	0.0e+00	1223.8
metaproteome~WP_012204437.1	UniRef100_A9BZ56~K07795	100.0	319	0	0	1	319	1	319	1.0e-175	620.9
metaproteome~WP_012204539.1	UniRef100_A9C1V8~K01679	100.0	463	0	0	1	463	1	463	3.1e-263	912.1
metaproteome~WP_012204620.1	UniRef100_A1AL49~K06149	30.1	153	89	3	2	147	4	145	7.7e-06	55.5
metaproteome~WP_012204689.1	UniRef100_A0A286J438~K02073	100.0	261	0	0	1	261	1	261	1.3e-141	507.3
metaproteome~WP_012204727.1	UniRef100_A0A072TCS9~K03530	100.0	90	0	0	1	90	1	90	1.3e-40	170.2
metaproteome~WP_012204833.1	UniRef100_A9C1Z1~K02600	100.0	495	0	0	1	495	1	495	4.2e-258	895.2
metaproteome~WP_012205139.1	UniRef100_A9BZN1~K07305	100.0	137	0	0	1	137	1	137	5.7e-80	301.6
metaproteome~WP_012205312.1	UniRef100_A9C2G8~K03746	100.0	97	0	0	1	97	1	97	6.3e-49	198.0
metaproteome~WP_012205767.1	UniRef100_A9BWP6~K04565	100.0	212	0	0	1	212	1	212	4.0e-104	382.5
metaproteome~WP_012206113.1	UniRef100_A9BWV6~K00311	100.0	566	0	0	1	566	1	566	0.0e+00	1176.8
metaproteome~WP_012206159.1	UniRef100_A4SEZ6~K06149	31.0	142	94	2	3	144	5	142	4.0e-07	59.7
metaproteome~WP_012206517.1	UniRef100_A0A291J1J6~K03286	99.5	219	1	0	1	219	1	219	7.3e-85	318.5
metaproteome~WP_012206635.1	UniRef100_A9BMC0~K07275	100.0	204	0	0	1	204	1	204	3.4e-113	412.5
metaproteome~WP_012206705.1	UniRef100_A9BMJ0~K03628	100.0	420	0	0	1	420	1	420	2.0e-232	809.7
metaproteome~WP_012206871.1	UniRef100_A0A072T302~K03386	99.5	187	1	0	1	187	1	187	9.8e-107	391.0
metaproteome~WP_012207295.1	UniRef100_A9BP81~K03070	100.0	915	0	0	1	915	1	915	0.0e+00	1791.2
metaproteome~WP_012207337.1	UniRef100_A0A286IWT6~K02030	100.0	268	0	0	1	268	1	268	1.6e-142	510.4
metaproteome~WP_012207457.1	UniRef100_A9BXL2~K04078	100.0	96	0	0	1	96	1	96	2.2e-46	189.5
metaproteome~WP_012207506.1	UniRef100_A9BXR1~K03802	100.0	730	0	0	1	730	1	730	0.0e+00	1456.0
metaproteome~WP_012207751.1	UniRef100_E5ANK4~K03285	30.7	378	186	18	9	327	48	408	1.0e-18	99.4
metaproteome~WP_012353056.1	UniRef100_B3R2L8~K03695	100.0	862	0	0	1	862	1	862	0.0e+00	1582.8
metaproteome~WP_012435902.1	UniRef100_B2UFX8~K00382	100.0	593	0	0	1	593	1	593	0.0e+00	1091.3
metaproteome~WP_012585038.1	UniRef100_A0A0C3J0F9~K07267	100.0	462	0	0	1	462	1	462	2.9e-277	958.7
metaproteome~WP_012585860.1	UniRef100_C4KBL6~K00382	100.0	605	0	0	1	605	1	605	0.0e+00	1094.7
metaproteome~WP_012806082.1	UniRef100_C7RW70~K15726	100.0	1031	0	0	1	1031	1	1031	0.0e+00	1923.3
metaproteome~WP_012806848.1	UniRef100_C7RID1~K02355	100.0	682	0	0	1	682	1	682	0.0e+00	1344.3
metaproteome~WP_012807184.1	UniRef100_C7RKE6~K15987	100.0	806	0	0	1	806	1	806	0.0e+00	1355.5
metaproteome~WP_013205653.1	UniRef100_D8NSA7~K00333	100.0	417	0	0	1	417	1	417	1.4e-246	856.7
metaproteome~WP_013517800.1	UniRef100_E8U0C6~K03070	100.0	919	0	0	1	919	1	919	0.0e+00	1796.6
metaproteome~WP_013646521.1	UniRef100_F9ZDG3~K02111	100.0	513	0	0	1	513	1	513	8.5e-286	987.3
metaproteome~WP_013744694.1	UniRef100_F4GT67~K04077	100.0	532	0	0	1	532	1	532	1.3e-284	983.4
metaproteome~WP_013767690.1	UniRef100_F4L7C9~K01006	100.0	947	0	0	1	947	1	947	0.0e+00	1884.8
metaproteome~WP_013800383.1	UniRef100_A0A1C7L9H6~K00626	100.0	395	0	0	1	395	1	395	4.8e-220	768.5
metaproteome~WP_013801021.1	UniRef100_F6B1L5~K04043	100.0	649	0	0	1	649	1	649	0.0e+00	1187.2
metaproteome~WP_013801081.1	UniRef100_A0A1C7L6T7~K00262	100.0	447	0	0	1	447	1	447	1.6e-256	889.8
metaproteome~WP_013801447.1	UniRef100_A0A286IWF6~K02357	100.0	298	0	0	1	298	1	298	2.7e-151	539.7
metaproteome~WP_013803090.1	UniRef100_F6ATC9~K01534	100.0	740	0	0	1	740	1	740	0.0e+00	1306.6
metaproteome~WP_013803927.1	UniRef100_A0A031HL78~K03797	100.0	478	0	0	1	478	1	478	9.5e-255	884.0
metaproteome~WP_013804444.1	UniRef100_A0A1C7LGA4~K02933	100.0	177	0	0	1	177	1	177	2.1e-90	336.7
metaproteome~WP_013804462.1	UniRef100_F6B2E6~K04047	100.0	204	0	0	1	204	1	204	2.3e-101	373.2
metaproteome~WP_014074409.1	UniRef100_G2IIS7~K04077	100.0	544	0	0	1	544	1	544	3.1e-294	1015.4
metaproteome~WP_014235489.1	UniRef100_G8QNY8~K02863	100.0	231	0	0	1	231	1	231	1.8e-118	430.3
metaproteome~WP_014235623.1	UniRef100_G8QFB2~K02567	100.0	841	0	0	1	841	1	841	0.0e+00	1764.6
metaproteome~WP_014235874.1	UniRef100_G8QH81~K04752	100.0	112	0	0	1	112	1	112	1.5e-54	216.9
metaproteome~WP_014236077.1	UniRef100_G8QJ08~K03821	100.0	609	0	0	1	609	1	609	0.0e+00	1243.8
metaproteome~WP_014237276.1	UniRef100_G8QK99~K00382	100.0	474	0	0	1	474	1	474	9.0e-274	947.2
metaproteome~WP_014237572.1	UniRef100_G8QN49~K00023	100.0	246	0	0	1	246	1	246	4.0e-132	475.7
metaproteome~WP_014238167.1	UniRef100_G8QI84~K11688	100.0	332	0	0	1	332	1	332	6.5e-186	654.8
metaproteome~WP_014238374.1	UniRef100_G8QK15~K01872	100.0	897	0	0	1	897	1	897	0.0e+00	1758.8
metaproteome~WP_014427441.1	UniRef100_I0HNI3~K00240	100.0	234	0	0	1	234	1	234	9.7e-136	487.6
metaproteome~WP_014778739.1	UniRef100_I3YBC5~K00134	100.0	333	0	0	1	333	1	333	7.2e-193	677.9
metaproteome~WP_015434504.1	UniRef100_H0PXK4~K03599	100.0	199	0	0	1	199	1	199	1.8e-111	406.8
metaproteome~WP_015434685.1	UniRef100_H0PY35~K03568	100.0	481	0	0	1	481	1	481	4.2e-271	938.3
metaproteome~WP_015434721.1	UniRef100_H0PY71~K01908	100.0	630	0	0	1	630	1	630	0.0e+00	1279.2
metaproteome~WP_015436736.1	UniRef100_H0PW94~K00023	100.0	246	0	0	1	246	1	246	4.6e-136	488.8
metaproteome~WP_015437464.1	UniRef100_H0PTC0~K01687	100.0	616	0	0	1	616	1	616	0.0e+00	1214.9
metaproteome~WP_015437694.1	UniRef100_H0PVU2~K01966	100.0	510	0	0	1	510	1	510	1.3e-297	1026.5
metaproteome~WP_015765704.1	UniRef100_C7RQW9~K01965	100.0	662	0	0	1	662	1	662	0.0e+00	1312.4
metaproteome~WP_015765915.1	UniRef100_C7RSH3~K02406	100.0	598	0	0	1	598	1	598	6.0e-89	333.6
metaproteome~WP_015767892.1	UniRef100_C7RJA8~K06076	100.0	446	0	0	1	446	1	446	9.8e-254	880.6
metaproteome~WP_016445177.1	UniRef100_A0A1D8IYS4~K01895	100.0	666	0	0	1	666	1	666	0.0e+00	1365.1
metaproteome~WP_016445199.1	UniRef100_A0A072TMD4~K00405	100.0	210	0	0	1	210	1	210	5.6e-119	431.8
metaproteome~WP_016446824.1	UniRef100_A0A072T8D8~K03640	100.0	180	0	0	1	180	1	180	1.7e-84	317.0
metaproteome~WP_016447107.1	UniRef100_A0A072T9F3~K00163	100.0	905	0	0	1	905	1	905	0.0e+00	1791.5
metaproteome~WP_016447489.1	UniRef100_A0A1D8J9U2~K02357	100.0	298	0	0	1	298	1	298	3.6e-151	539.3
metaproteome~WP_016447601.1	UniRef100_A0A1D8J936~K01007	100.0	796	0	0	1	796	1	796	0.0e+00	1560.8
metaproteome~WP_016448265.1	UniRef100_A0A1D8IUG9~K19784	99.5	182	1	0	1	182	1	182	2.0e-96	356.7
metaproteome~WP_016449004.1	UniRef100_A0A072T7R7~K03746	100.0	97	0	0	1	97	1	97	2.7e-47	192.6
metaproteome~WP_016454845.1	UniRef100_A0A1D8IVG2~K00658	100.0	420	0	0	1	420	1	420	6.4e-207	724.9
metaproteome~WP_017760229.1	UniRef100_J2KI66~K01966	93.0	514	32	1	1	510	1	514	1.3e-278	963.4
metaproteome~WP_018413323.1	UniRef100_A0A1B3LLE1~K02358	96.7	395	13	0	1	395	1	395	8.2e-220	767.7
metaproteome~WP_018605525.1	UniRef100_A1KB15~K02931	91.1	179	16	0	1	179	1	179	8.0e-90	334.7
metaproteome~WP_018606348.1	UniRef100_W0SEW4~K02945	86.6	558	75	0	5	562	2	559	4.5e-280	968.4
metaproteome~WP_018607717.1	UniRef100_Q5NXU0~K04751	88.4	112	13	0	1	112	1	112	6.2e-48	194.9
metaproteome~WP_018610069.1	UniRef100_A1K5Y8~K02078	93.6	78	5	0	1	78	1	78	1.3e-31	140.2
metaproteome~WP_018953727.1	UniRef100_W8KW09~K02358	95.6	136	6	0	1	136	45	180	3.1e-70	269.2
metaproteome~WP_018991985.1	UniRef100_A0A0K1J679~K01740	98.6	423	6	0	1	423	1	423	4.0e-241	838.6
metaproteome~WP_019373427.1	UniRef100_A9BQA5~K01903	92.5	386	29	0	1	386	1	386	2.0e-202	709.9
